t,Site,IMSI,TAC,SNR,SVN,GTPUPDLIP,GTPUPULIP,MCC,MNC,LAC,ULI,SAC,TicketType,APN,PATH,LocDomain,Volume,ActiveSecondsDlSum,ActiveSecondsUlSum,BYTESDownlinkSum,BYTESUplinkSum,BYTESRETRASMDownlinkSum,BYTESRETRASMUplinkSum,CXTBytesDLSum,CXTBytesULSum,CXTDurationSum,IfCXTDurationSum,TCPMSLatencyMsecSum,IfTCPMSLatencyMsecSum,TCPNWLatencyMsecSum,IfTCPNWLatencyMsecSum
1433528099,C_gngyserver_NET0,228036730068785,35827005,930801,1,10.77.3.137,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,https,1,3,3,4,215,374,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228034740045743,1312600,475664,17,213.55.204.74,213.55.204.141,228,3,8004,-1,56380,3219,unspec,xmpp_client,0,3,3,114,707,7923,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031780070580,35488606,721657,1,10.42.75.47,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,tcp,1,3,13,13,15148,7145,0,0,0,0,0,0,31,1,32,1
1433528099,C_gngyserver_NET0,228035830016632,35854505,306046,9,10.8.3.5,213.55.204.144,228,3,8004,-1,38471,3219,unspec,facebook_dns,0,1,12,21,30428,16403,0,0,0,0,0,0,336,1,26,1
1433528099,C_gngyserver_NET0,228036740095312,35854405,391528,10,10.67.65.11,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,3,2,1543,688,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035840053779,35590006,501515,5,10.67.17.2,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,1,1,5,4791,4127,0,0,0,0,0,0,28,1,28,1
1433528099,C_gngyserver_NET0,228032770045392,35205506,515320,8,10.77.7.161,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,1,6,12,18096,16781,0,802,0,0,0,0,221,1,21,1
1433528099,C_gngyserver_NET0,228034720066357,35883005,20456,10,10.8.3.133,213.55.204.142,228,3,8006,-1,37727,3219,unspec,apple_push,0,2,12,9,10987,10490,2128,1538,0,0,0,0,1064,1,245,1
1433528099,C_gngyserver_NET0,228036820029125,35424405,168634,15,10.8.3.133,213.55.204.146,228,3,8004,-1,55572,3219,unspec,images,0,2,48,49,379175,65583,0,90,0,0,0,0,601,2,2,2
1433528099,C_gngyserver_NET0,228035750087644,1340800,980414,5,10.8.3.6,213.55.204.144,228,3,6006,-1,35091,3219,unspec,http,0,1,9,7,17320,8007,0,239,0,0,0,0,248,1,3,1
1433528099,C_gngyserver_NET0,228032800012007,35954405,577565,1,10.42.66.147,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,5,61,62,2454673,126786,39100,1189,0,0,0,0,46,2,118,2
1433528099,C_gngyserver_NET0,228035810068932,35443606,33324,5,10.67.3.140,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,dns,1,2,10,10,103176,28072,0,0,0,0,0,0,70,2,114,2
1433528099,C_gngyserver_NET0,228032800355299,35510105,132847,62,10.67.10.137,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,5,10,10,32059,18913,0,0,0,0,0,0,108,5,134,5
1433528099,C_gngyserver_NET0,228035820052183,35871405,605500,1,10.8.3.132,213.55.204.145,228,3,6003,-1,33521,3219,unspec,xmpp_client,0,3,15,17,11897,8074,168,295,0,0,0,0,30,1,105,1
1433528099,C_gngyserver_NET0,228031780091005,35374906,428833,1,10.67.64.201,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,imap,1,1,12,7,15882,6702,0,0,0,0,0,0,28,1,37,1
1433528099,C_gngyserver_NET0,228035860049787,35168006,22042,68,10.156.164.132,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,skype_https,1,1,2,2,11047,3779,0,0,0,0,0,0,14,1,27,1
1433528099,C_gngyserver_NET0,228034710096038,35198806,26303,10,10.67.24.242,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,3,5,13,7388,6008,0,0,0,0,0,0,9,1,43,1
1433528099,C_gngyserver_NET0,228031880015635,35880305,419236,10,10.8.3.6,213.55.204.145,228,3,6006,-1,35251,3219,unspec,apple_push,0,1,1,1,126,210,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032780005200,35372305,813744,28,10.8.3.6,213.55.204.141,228,3,6006,-1,32022,3219,unspec,https,0,2,59,38,56201,32589,3849,0,0,0,0,0,755,2,75,2
1433528099,C_gngyserver_NET0,228035770089487,1312700,32358,22,213.55.205.69,213.55.204.146,228,3,9001,-1,18071,3219,unspec,facebook_dns,0,6,6,14,4585,3855,0,0,0,0,0,0,204,1,37,1
1433528099,C_gngyserver_NET0,228036730068436,35161606,541399,10,10.67.11.6,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,http,1,7,180,187,4238364,568714,1524,1434,0,0,0,0,273,7,7,5
1433528099,C_gngyserver_NET0,228033740015517,35853704,781649,1,10.8.3.4,213.55.204.144,228,3,6003,-1,33142,3219,unspec,xmpp_client,0,1,8,3,1471,1022,0,0,0,0,0,0,58,1,107,1
1433528099,C_gngyserver_NET0,228036720164265,35332705,671312,1,10.8.3.134,213.55.204.143,228,3,6006,-1,35215,3219,unspec,https,0,2,6,4,5734,4498,0,0,0,0,0,0,60,1,24,1
1433528099,C_gngyserver_NET0,228032800623246,35374806,451358,1,10.42.72.32,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,5,33,32,29136,22297,0,0,0,0,0,0,20,1,33,1
1433528099,C_gngyserver_NET0,228034720064375,35198606,72774,5,10.67.10.131,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,https,1,5,48,44,70853,58536,169,64,0,0,0,0,90,3,232,3
1433528099,C_gngyserver_NET0,228034750002435,1307200,709985,18,10.8.3.132,213.55.204.141,228,3,6003,-1,32417,3219,unspec,dns,0,3,4,5,999,620,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228034740027186,35296006,84341,1,10.87.0.5,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,imap,1,4,29,28,31714,17775,0,0,0,0,0,0,62,3,244,3
1433528099,C_gngyserver_NET0,228035720090760,1304800,663244,18,10.8.3.4,213.55.204.146,228,3,6003,-1,34233,3219,unspec,apple_push,0,2,7,6,6534,2002,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031720070621,35283606,701630,1,10.8.3.5,213.55.204.144,228,3,8006,-1,37334,3219,unspec,android_market,0,1,4,4,1040,1490,0,0,0,0,0,0,48,1,47,1
1433528099,C_gngyserver_NET0,228036710049509,35809105,342979,68,10.67.29.182,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,https,1,1,4,4,6420,5221,0,0,0,0,0,0,15,1,13,1
1433528099,C_gngyserver_NET0,228032800433599,1265400,396419,22,10.8.3.133,213.55.204.142,228,3,8004,-1,39021,3219,unspec,http,0,1,6,6,5557,5147,0,1434,0,0,0,0,302,1,0,0
1433528099,C_gngyserver_NET0,228036810013925,35450505,794915,1,10.8.3.133,213.55.204.143,228,3,8004,-1,38081,3219,unspec,https,0,1,2,2,4682,2239,0,0,0,0,0,0,48,1,31,1
1433528099,C_gngyserver_NET0,228034740023298,35528206,10088,1,10.156.164.157,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,https,1,4,35,15,31369,11419,2898,361,0,0,0,0,1789,1,109,2
1433528099,C_gngyserver_NET0,228035720082118,35663305,650509,1,10.8.3.6,213.55.204.146,228,3,6006,-1,55224,3219,unspec,facebook_dns,0,1,10,11,34503,24315,0,0,0,0,0,0,93,1,28,1
1433528099,C_gngyserver_NET0,228035740085944,35443406,608703,3,10.77.4.150,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,3,9,9,13845,12030,0,0,0,0,0,0,97,2,151,2
1433528099,C_gngyserver_NET0,228032710018348,1304500,4891,18,10.8.3.4,213.55.204.144,228,3,6003,-1,33683,3219,unspec,https,0,3,20,20,248329,44227,8880,0,0,0,0,0,149,2,144,3
1433528099,C_gngyserver_NET0,228032710004255,35694605,408614,1,213.55.204.73,213.55.204.143,228,3,7004,-1,47890,3219,unspec,facebook_dns,0,1,2,3,282,430,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035710029241,35653505,948204,75,10.42.70.197,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,1,1,6392,2576,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800285881,35528206,5502,1,10.67.64.136,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,2,5,5,11187,7353,0,0,0,0,0,0,14,1,76,1
1433528099,C_gngyserver_NET0,228036740063530,35198806,319640,10,10.67.1.131,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,http,1,1,19,19,610501,108854,0,0,0,0,0,0,29,1,9,1
1433528099,C_gngyserver_NET0,228031770054305,35827005,715689,10,10.8.3.5,213.55.204.141,228,3,8004,-1,36514,3219,unspec,Unknown,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1433528099,C_gngyserver_NET0,228033700016226,35883105,374792,8,10.8.3.134,213.55.204.143,228,3,6001,-1,31245,3219,unspec,facebook_dns,0,1,4,4,8559,5594,0,264,0,0,0,0,164,1,138,1
1433528099,C_gngyserver_NET0,228032760049078,1320600,202940,18,10.8.3.5,213.55.204.144,228,3,8004,-1,38775,3219,unspec,https,0,1,3,4,571,1731,0,0,0,0,0,0,1369,1,1,1
1433528099,C_gngyserver_NET0,228034710059839,35773605,28732,1,10.67.10.146,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,https,1,3,9,9,19752,7802,0,0,0,0,0,0,27,1,42,1
1433528099,C_gngyserver_NET0,228031770062684,35858805,555829,1,10.67.28.96,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,1,8,8,23046,15147,0,0,0,0,0,0,13,1,46,1
1433528099,C_gngyserver_NET0,228035750091619,35836606,983801,3,213.55.204.70,213.55.204.144,228,3,6003,-1,13301,3219,unspec,skype_https,0,1,6,7,3577,6357,0,0,0,0,0,0,419,1,31,1
1433528099,C_gngyserver_NET0,228032800300570,35695406,7736,2,213.55.204.75,213.55.204.142,228,3,6003,-1,37041,3219,unspec,apple_push,0,1,1,1,178,226,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032720051223,35584606,318591,1,10.8.3.132,213.55.204.146,228,3,6003,-1,32675,3219,unspec,https,0,2,2,2,8159,2599,0,0,0,0,0,0,26,1,26,1
1433528099,C_gngyserver_NET0,228033180006435,35507505,10312,1,10.8.3.132,213.55.204.141,228,3,6003,-1,57234,3219,unspec,apple_push,0,1,5,5,8058,3208,0,0,8058,3208,9,1,38,1,68,1
1433528099,C_gngyserver_NET0,228033790003853,35883504,94430,1,213.55.204.73,213.55.204.144,228,3,6003,-1,52903,3219,unspec,facebook_dns,0,1,2,2,790,1311,0,522,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036760054560,35601006,171709,1,10.77.1.8,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,android_market,1,1,3,4,211,441,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228033780017926,35388806,381393,61,10.8.3.4,213.55.204.143,228,3,6003,-1,33015,3219,unspec,dns,0,1,2,2,1807,626,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228034760021991,35871405,504283,1,10.67.11.132,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,tcp,1,1,1,1,1292,736,0,0,0,0,0,0,13,1,39,1
1433528099,C_gngyserver_NET0,228036740078177,35695806,34458,5,10.67.29.195,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,2,4,4,4189,7406,0,0,0,0,0,0,55,1,233,1
1433528099,C_gngyserver_NET0,228033710017349,35374806,348634,1,10.77.1.135,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,4,22,26,10107,17185,0,0,0,0,0,0,84,3,94,3
1433528099,C_gngyserver_NET0,228035770021861,35795202,264837,29,10.8.3.4,213.55.204.141,228,3,6003,-1,53310,3219,unspec,http,0,2,26,21,27820,10633,0,0,0,0,0,0,161,2,2,1
1433528099,C_gngyserver_NET0,228032750026525,1285000,927681,22,10.8.3.133,213.55.204.146,228,3,8004,-1,38089,3219,unspec,tcp,0,3,6,4,998,434,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031770068501,1307100,895437,18,10.8.3.4,213.55.204.144,228,3,6003,-1,32624,3219,unspec,imap,0,1,12,13,43771,17306,0,0,0,0,0,0,37,1,23,1
1433528099,C_gngyserver_NET0,228036740052397,35207306,349135,5,10.8.3.134,213.55.204.146,228,3,6006,-1,35008,3219,unspec,apple_push,0,1,3,1,976,246,0,142,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035740051245,35697606,17145,3,10.42.72.32,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,2,2,302,134,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800298512,35835306,520478,5,213.55.204.70,213.55.204.141,228,3,6001,-1,11082,3219,unspec,dns,0,1,1,1,1040,474,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036730051051,35854405,429509,5,10.8.3.6,213.55.204.144,228,3,6001,-1,31381,3219,unspec,apple_push,0,2,3,3,909,747,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800810283,35922706,65313,5,10.67.3.245,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,icmp,1,12,344,344,80246,65584,0,0,0,0,0,0,36,1,0,0
1433528099,C_gngyserver_NET0,228031800025852,35690006,58256,1,10.67.64.3,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,https,1,1,1,1,312,320,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035760052248,35876205,366787,10,10.42.75.62,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,Unknown,1,1,0,0,0,0,0,0,26090705,2140907,8081,1,0,0,0,0
1433528099,C_gngyserver_NET0,228032800301508,35925506,337190,4,10.42.75.54,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,xmpp_client,1,1,12,12,4751,7874,0,0,0,0,0,0,24,1,122,1
1433528099,C_gngyserver_NET0,228035750070922,1371800,288272,11,213.55.204.68,213.55.204.142,228,3,6001,-1,11531,3219,unspec,dns,0,1,10,7,3319,1286,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031780066669,35739305,287261,1,10.77.3.147,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,http,1,1,3,3,2671,1703,0,0,0,0,0,0,23,1,0,0
1433528099,C_gngyserver_NET0,228035870049669,35746006,133960,1,10.42.74.84,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,xmpp_client,1,1,6,12,3894,8641,0,0,0,0,0,0,20,1,72,1
1433528099,C_gngyserver_NET0,228031790046878,1327300,757674,22,10.8.3.6,213.55.204.142,228,3,6006,-1,35344,3219,unspec,https,0,2,7,4,1185,739,214,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800316034,35438006,102362,5,10.67.27.13,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,1,2,126,210,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800394841,35765206,625716,40,10.67.1.199,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,Unknown,1,1,0,0,0,0,0,0,4376,2160,7502,1,0,0,0,0
1433528099,C_gngyserver_NET0,228035830006406,35198706,872258,10,10.8.3.134,213.55.204.146,228,3,6001,-1,31257,3219,unspec,xmpp_client,0,1,1,2,75,116,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228033700068866,1317900,654939,18,213.55.204.68,213.55.204.141,228,3,6003,-1,12752,3219,unspec,apple_push,0,1,1,14,285,4423,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036750087580,35657006,90729,1,10.67.27.187,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,https,1,6,9,13,19350,8380,0,0,0,0,0,0,58,3,36,3
1433528099,C_gngyserver_NET0,228035740076859,35443806,700778,5,10.77.3.141,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,5,5,4395,12365,0,0,0,0,0,0,14,1,127,1
1433528099,C_gngyserver_NET0,228035810063954,35204906,231234,10,10.42.72.22,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,1,1,581,293,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800411583,35925906,597175,5,10.8.3.5,213.55.204.145,228,3,8006,-1,46874,3219,unspec,https,0,1,6,3,11844,4031,5736,0,0,0,0,0,32,1,45,1
1433528099,C_gngyserver_NET0,228035810092779,99000411,152541,11,10.42.75.57,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,dns,1,3,4,4,1662,931,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031760101458,35342605,500244,1,10.8.3.133,213.55.204.145,228,3,8004,-1,36515,3219,unspec,facebook_dns,0,4,7,9,9902,11352,0,0,0,0,0,0,71,2,52,2
1433528099,C_gngyserver_NET0,228032800314825,35438206,401802,5,10.8.3.4,213.55.204.142,228,3,6003,-1,31564,3219,unspec,dns,0,3,9,8,20056,14857,0,3134,0,0,0,0,124,2,265,2
1433528099,C_gngyserver_NET0,228035840064071,35868405,614796,9,213.55.204.72,213.55.204.142,228,3,6006,-1,35215,3219,unspec,https,0,1,16,14,16320,11747,2532,1943,0,0,0,0,638,1,150,1
1433528099,C_gngyserver_NET0,228034720050012,35882705,90804,10,10.42.74.84,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,https,1,1,7,7,21200,5857,0,0,0,0,0,0,71,1,180,1
1433528099,C_gngyserver_NET0,228036730061262,35198706,395548,5,213.55.204.68,213.55.204.142,228,3,6001,-1,11416,3219,unspec,dns,0,1,1,1,1354,860,0,0,0,0,0,0,0,0,14,1
1433528099,C_gngyserver_NET0,228031780084184,35420106,177510,1,10.87.0.6,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,tcp,1,1,24,27,27200,11951,0,0,0,0,0,0,17,1,22,1
1433528099,C_gngyserver_NET0,228032800213515,35854705,861798,10,213.55.204.73,213.55.204.142,228,3,22300,-1,44049,3219,unspec,dns,0,1,1,1,765,518,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035810072727,35876205,9104,10,10.8.3.133,213.55.204.145,228,3,8006,-1,37481,3219,unspec,dns,0,1,3,2,696,372,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035720035453,35374806,464899,1,10.67.66.23,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,android_market,1,1,1,1,360,895,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031740070254,35374806,493143,1,10.42.64.31,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,imap,1,2,17,12,8340,3963,1565,0,0,0,0,0,936,1,75,1
1433528099,C_gngyserver_NET0,228031700057029,35580305,769312,1,213.55.204.70,213.55.204.146,228,3,8006,-1,19781,3219,unspec,https,0,1,2,2,140,206,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035300029449,35368706,537568,1,10.8.3.134,213.55.204.142,228,3,6001,-1,51149,3219,unspec,facebook_dns,0,3,39,36,742787,112327,0,5714,0,0,0,0,197,3,71,3
1433528099,C_gngyserver_NET0,228035830091100,35868705,551468,10,10.67.10.143,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,binary-download,1,2,12,12,107260,56363,1400,2440,0,0,0,0,189,2,8,2
1433528099,C_gngyserver_NET0,228035720057480,35424205,397699,1,212.51.99.183,213.55.204.142,216,30,132,-1,45134,3219,unspec,dns,0,14,0,112,0,7476,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035840005186,35374806,181493,1,10.42.74.155,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,1,1,121,173,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031770081738,35876105,53281,5,10.42.74.200,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,3,3,4692,2950,0,0,0,0,0,0,84,1,212,1
1433528099,C_gngyserver_NET0,228032770022757,1303600,407071,17,10.8.3.5,213.55.204.141,228,3,8004,-1,38526,3219,unspec,apple_push,0,1,1,1,126,226,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800434348,35695706,32140,2,10.67.17.2,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,4,4,6384,3591,0,0,0,0,0,0,29,1,0,0
1433528099,C_gngyserver_NET0,228035730057208,1340300,96892,12,213.55.204.68,213.55.204.143,228,3,6001,-1,11834,3219,unspec,apple_push,0,1,6,8,4137,4424,0,0,0,0,0,0,701,1,255,1
1433528099,C_gngyserver_NET0,228035770078383,1326600,452192,22,10.8.3.6,213.55.204.146,228,3,6006,-1,32605,3219,unspec,apple_push,0,1,3,3,4253,3211,0,0,0,0,0,0,27,1,193,1
1433528099,C_gngyserver_NET0,228036730046890,35207506,944429,5,10.67.4.251,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,2,3,4,556,2372,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036750091771,35479305,198857,15,213.55.204.68,213.55.204.143,228,3,6003,-1,17129,3219,unspec,facebook_dns,0,3,40,42,35215,28333,1545,2228,0,0,0,0,546,2,92,2
1433528099,C_gngyserver_NET0,228035880003639,35443406,519944,5,10.67.25.129,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,https,1,4,34,38,294670,147188,0,0,0,0,0,0,55,4,171,4
1433528099,C_gngyserver_NET0,228036740094118,35201706,567757,10,10.67.28.7,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,2,2,605,583,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032740035395,35755806,642610,1,10.8.3.5,213.55.204.145,228,3,8004,-1,39153,3219,unspec,https,0,2,8,6,1016,727,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800138748,35836706,771282,5,10.77.1.35,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,3,3,19659,6884,0,0,0,0,0,0,30,1,83,1
1433528099,C_gngyserver_NET0,228031880001055,1317900,568785,12,10.8.3.5,213.55.204.141,228,3,8004,-1,39058,3219,unspec,apple_push,0,1,2,4,270,415,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035750054078,1341400,645451,2,213.55.204.68,213.55.204.146,228,3,6003,-1,12522,3219,unspec,dns,0,1,2,3,722,577,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031880037459,35787105,747161,1,10.8.3.133,213.55.204.141,228,3,8004,-1,36163,3219,unspec,xmpp_client,0,1,1,2,70,129,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800141251,35443106,253417,4,10.77.0.149,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,6,7,10390,3853,0,0,0,0,0,0,31,1,41,1
1433528099,C_gngyserver_NET0,228034750009119,35414905,768447,48,10.8.3.134,213.55.204.144,228,3,6006,-1,35294,3219,unspec,https,0,4,4,4,756,788,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036740072452,35442706,239185,2,10.67.64.65,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,2,7,6,2374,3086,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035750048157,35388806,793187,68,10.8.3.134,213.55.204.142,228,3,6006,-1,33024,3219,unspec,https,0,1,19,16,8317,32657,0,13687,0,0,0,0,537,1,119,1
1433528099,C_gngyserver_NET0,228035750067885,35590106,367183,5,10.77.3.136,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,itunes,1,1,15,16,6946594,107142,0,0,0,0,0,0,20,1,25,1
1433528099,C_gngyserver_NET0,228032800208829,1319900,67059,18,10.8.3.134,213.55.204.142,228,3,6001,-1,51232,3219,unspec,dns,0,2,5,8,11639,11338,0,0,0,0,0,0,104,2,81,2
1433528099,C_gngyserver_NET0,228032800027608,35283606,694575,1,10.42.72.127,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,14,71,72,22570,14518,176,0,0,0,0,0,15,1,29,1
1433528099,C_gngyserver_NET0,228035810086195,35868805,422106,10,10.67.28.4,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,2,2,528,351,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036740050458,35883105,404533,8,10.8.137.35,213.55.204.146,228,3,12,-1,1,3219,unspec,apple_push,0,1,3,1,528,246,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800800956,35204806,196761,10,10.8.3.134,213.55.204.144,228,3,6006,-1,55344,3219,unspec,udp,0,1,3,3,558,623,0,211,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228034750041048,1303700,490581,18,10.8.3.5,213.55.204.144,228,3,8004,-1,39261,3219,unspec,apple_push,0,2,4,3,5320,2663,0,0,0,0,0,0,97,1,185,1
1433528099,C_gngyserver_NET0,228034710058663,35773705,556072,10,10.67.11.251,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,https,1,1,1,1,312,320,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035830003473,35464106,71823,1,213.55.204.68,213.55.204.146,228,3,6003,-1,13695,3219,unspec,imap,0,1,2,1,420,424,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032710083922,1265100,976261,19,213.55.204.68,213.55.204.141,228,3,6003,-1,12110,3219,unspec,Unknown,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036780000727,35150305,695461,28,213.55.204.71,213.55.204.141,228,3,6003,-1,32872,3219,blackberry,udp,0,1,2,3,1243,613,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035810095029,35818805,609781,1,10.77.0.159,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,browsing,1,1,4,4,671,656,0,0,0,0,0,0,43,1,0,0
1433528099,C_gngyserver_NET0,228035840063891,35868405,679657,10,10.67.15.2,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,6,38,49,184858,69947,1434,0,0,0,0,0,37,3,67,3
1433528099,C_gngyserver_NET0,228036750097734,35442706,444775,5,10.67.3.140,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,3,4,22413,14706,0,0,0,0,0,0,36,1,177,1
1433528099,C_gngyserver_NET0,228032800430353,35952306,1353,71,10.156.164.17,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,android_market,1,1,5,0,286,0,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036720103452,35671705,715849,50,213.55.204.69,213.55.204.146,228,3,8004,-1,18491,3219,unspec,https,0,5,4,7,744,1105,0,0,0,0,0,0,0,0,0,0
